Word	 SFI
penguins	44.3
penguins'	22.1
penh	23.8
penhallow	22.1
penicillamine	31.4
penicillin	46.4
penicillin-beta	18.1
penicillin-resistant	18.1
penicillinase	21.1
penicillinase-producing	18.1
penicillins	30.4
penicillium	31.9
penile	20.8
peninisula	20.8
peninsula	50.8
peninsular	23.8
peninsulares	29.8
peninsulas	39.3
peninusula	20.8
penis	42.8
penitence	35.4
penitencne	22.1
penitent	33.5
penitential	27.4
penitentiaries	23.8
penitentiary	38.6
penitently	22.1
penitents	22.1
penk	25.1
penkife	22.1
penknife	34.8
penknives	22.1
penlight	25.1
penlin	26.9
penline	22.1
penman	23.8
penmanship	35.8
penmen	13.5
penn	44.4
penn's	34.5
penna	22.1
penna's	22.1
pennamite-yankee	20.8
pennant	40.4
pennant-winning	22.1
pennants	35.4
pennebaker	20.8
penned	40.6
pennell	22.1
penney's	25.7
pennies	49.2
penniless	39.2
penniman	22.1
pennine	20.8
penning	37.4
pennock	25.1
pennon	22.1
pennons	30.7
penns	32.3
pennsylvania	53.7
pennsylvania's	35
pennsylvanian	33.4
pennsylvanians	29.7
penny	53.3
penny's	31.7
penny-a-pound	22.1
penny-gaffs	22.1
penny-lope's	22.1
penny-pitch	31.1
penny-post	22.1
penny-royal	22.1
penny-side	18.1
penny-wisdom	22.1
pennycuff	32.3
pennyfather	22.1
pennyroyal	32.6
pennywell	31.2
pennywell's	25.1
pennyworth	25.1
penobscot	35
penobscots	25.1
penokee	18.1
penologists	22.1
penpoints	22.1
penreddy	22.1
penrite	24.3
penrod	37.9
penrod's	31.2
penrose	22.1
pens	48.4
pensacola	29.3
penschley	26.9
penshaze	26.9
pensi	22.1
pension	41.9
pension-fund	11.5
pensioned	27.7
pensioner	22.1
pensioners	29.3
pensions	39.9
pensive	37.2
pensively	31.6
penstocks	22.1
pent	34.1
pent-house	25.1
pent-up	35.1
pentachlorophenal	14.5
pentacles	22.1
pentagon	35.8
pentagon's	25.5
pentagonologists	20.8
pental	26.9
pentameter	26
pentane	21.1
pentanes	21.1
pentapolis	25.1
pentateuch	28.8
pentathlon	26.9
pentavalent	11.5
pentax	22.1
pentecost	29.3
pentecostal	29.3
pentelic	25.1
pentelicon	22.1
penthesilea	22.1
penthouse	34.8
pentland	33.1
pentobarbital	28
pentode	11.5
pentolite	22.1
penton	28.1
pentose	24.2
pentoses	18.1
pentoxide	24.2
pentref	22.1
penultimate	22.1
penumbra	33.3
penurious	26.9
penury	27.7
penvellyn	22.1
penvellyn's	22.1
penwiper	22.1
penzance	25.1
penzias	22.1
peo	22.1
peon	31.9
peonies	33.1
peons	34
peony	32.5
people	73.6
people'	27.4
people's	56.1
people-counting	18.1
people-eating	22.1
people-less	22.1
people-like	22.1
people-made	25.5
people-oriented	20.8
people-related	20.8
people-watching	27.7
peopled	38.5
peoplekind	22.1
peoplepower	27.4
peoples	54.6
peoples'	39.2
peopling	20.8
peopole	22.1
peoria	35.1
pep	43.3
pep's	22.1
pep-paire	22.1
pep-pe	22.1
pep-talk	22.1
pepallistank	22.1
pepe	39.7
pepe's	22.1
peper	22.1
pepi	29.8
pepin	37.9
pepin's	28.8
pepino	28.1
pepito	28.1
peplau	23.8
peple	22.1
peplos	3.5
pepole	22.1
pepparakakor	22.1
peppard	28.1
pepparkakor	22.1
pepped	22.1
pepper	49.4
pepper's	34.5
pepper-and-salt	25.1
pepper-black	22.1
pepper-mcfadden	13.5
pepper-plants	22.1
peppercorns	32.8
peppered	37.9
pepperell	30.6
pepperfoot	22.1
pepperina	25.1
peppermill	22.1
peppermint	39.6
peppermints	31.6
pepperminty	18.1
peppernuts	22.1
pepperoni	22.1
pepperpot	29.1
peppers	43.5
peppery	29.3
peppy	38
peppy's	25.1
pepsi	36.3
pepsi-cola	26.9
pepsin	39.3
pepsinogen	13.2
pepsis	25.1
peptalk	22.1
peptic	29.8
peptide	31.6
peptides	31.9
peptidoglycan	22.9
peptones	9.3
pepul	35.8
pepys	25.1
pequod	32.1
pequod's	26.9
pequot	31.6
pequots	23.8
per	60.4
per-1	11.5
per-barrel	20.8
per-capita	27.4
per-check	20.8
per-person	26.1
per-plate	20.8
peradventure	31.3
peralta	28.8
peralta's	20.8
peraltas	22.1
perambulate	22.1
perambulation	22.1
perambulator	25.1
perambulators	11.5
peramund	22.1
percale	24.2
perce	38.1
perceivable	3.5
perceive	49
perceived	49.6
perceiver	20.8
perceivers	20.8
perceives	40
perceiveth	20.8
perceiving	41.5
percent	61.6
percentage	53.1
percentage-point	20.8
percentages	43.3
percentile	33.5
percept	20.8
perceptible	39.5
perceptibly	32.4
perception	50.2
perception-centered	20.8
perceptions	46
perceptive	40.4
perceptively	28.8
perceptiveness	25.1
perceptory	22.1
perceptual	44
perceptual-motor	20.8
perceptually	22.1
perces	31.7
perch	44.8
percha	27.8
perchance	38.6
perched	46.7
percheron	29.3
percherons	22.1
perches	37.2
perching	37.1
perchlorate	24.2
perchlorates	21.1
perchloric	26.6
percision	11.5
percival	34.9
percolate	14.5
percolated	27.4
percolates	18.1
percolation	11.5
percolator	26.8
percoon	25.1
percussion	40.3
percussion-cap	25.1
percussionist	20.8
percy	43.3
percy's	30.3
perd	26.9
perd's	22.1
perdiccas	31.1
perdiccas'	25.1
perdita	29.1
perdition	22.1
perdix	29.1
perdiz	22.1
perdue	27.8
perdue's	20.8
pere	35.1
peregil	28.1
peregil's	22.1
peregrin	22.1
peregrinations	22.1
peregrine	37.8
peregrine's	22.1
peregrines	33.4
peregrines'	22.1
pereira	30.3
perek	29.1
perek's	22.1
perelli	28.1
perelli's	22.1
perelman	25.1
peremptorily	22.1
peremptoriness	22.1
peremptory	31.5
perennial	40.4
perennialism	27.8
perennialist	23.8
perennialists	23.8
perennially	27.7
perennials	36
perent	20.8
peresianus	22.1
peretti	26.9
peretti's	26.9
peretz	29.1
perez	41.7
perez's	27.7
perfect	57.2
perfect-sounding	22.1
perfected	44.6
perfectest	22.1
perfectibility	28.8
perfecting	38.5
perfection	47.1
perfectionism	22.1
perfectionist	13.5
perfectionistic	20.8
perfectionists	27.6
perfections	30.7
perfectly	55.1
perfectly-timed	22.1
perfecto	22.1
perfects	9.3
perferred	22.1
perfetti	20.8
perfidy	29.3
perfomance	13.5
perfomed	13.5
perforated	38.4
perforating	24.8
perforation	26
perforations	33
perforce	34.8
perform	56.2
performance	55.6
performance-based	23.8
performances	42.2
performed	55.1
performer	40.1
performer's	22.7
performers	42.4
performers'	22.1
performing	51.1
performs	48.1
perfringens	25.1
perfume	47.7
perfume-tester	22.1
perfumed	36.9
perfumes	41.9
perfunctorily	28.7
perfunctory	31.1
perfusion	22.1
pergamon	27.7
pergamum	27.7
pergamus	22.1
pergola	25.1
perhaps	63.8
perhapses	22.1
peri	13.2
periambra	22.1
periapical	20.2
pericardial	13.2
pericardium	34.2
pericarp	11.5
periclean	22.1
pericles	42.7
pericles'	25.5
perico	22.1
pericranium	22.1
pericycle	24.2
peridontal	13.2
perigee	28.8
perignon	14.1
perihelion	31.7
peril	43.8
perilous	41.8
perilously	34.1
perils	41
perilymph	18.1
perimeter	39.7
perimeters	28.3
perimetrium	18.1
perinatal	20.8
perine	26.9
perineal	19.3
perineum	22.8
period	62.3
period's	28.3
periodic	50.9
periodical	40.9
periodically	47.1
periodicals	43
periodicity	29.7
periodontal	31.6
periodontia	13.2
periodontics	16.2
periodontist	13.2
periodontium	22.1
periods	55.9
perioikoi	20.8
periosteum	34.5
peripatetic	27.4
peripheral	43.9
peripheral-equipment	13.5
peripherally	28.6
peripherals	25.7
periphery	37.7
periphetes	22.1
periphrasis	22.1
peripteral	26.9
peris	22.1
periscope	40.2
periscopes	29.3
perish	44.1
perishability	28.4
perishable	40.3
perishables	25.3
perished	42.5
perishes	30.4
perishing	32.4
peristalsis	37.3
peristaltic	28
peristyle	32.9
peritoneal	26.5
peritoneum	18
peritonitis	29.1
peritrophic	25.1
periwinkle	31.7
periwinkles	30.3
perjure	20.8
perjured	22.1
perjurer	22.1
perjurous	20.8
perjury	34.1
perk	36.7
perk's	22.1
perked	31.7
perkin	36.8
perkin'	22.1
perkin's	29.9
perking	33.4
perkins	43.2
perkins's	22.1
perkinses	25.1
perkinson	25.1
perkinson's	22.1
perkish	22.1
perks	37.2
perky	25.1
perl	25.2
perla	30.4
perla's	22.1
perle	22.1
perley	28.1
perlita	31.1
perlite	27.9
perlith	30.6
perlith's	25.1
perlman	34.9
perlman's	22.1
perls	30.2
perm	28.1
permafrost	37.8
permains	22.1
permament	22.1
permanence	39.7
permanency	13.5
permanent	55.4
permanent-income	25.5
permanent-wave	11.5
permanented	22.1
permanently	49.4
permanganate	30.7
permeability	38.3
permeable	38.9
permeases	21.1
permeate	33.3
permeated	38.2
permeates	25.4
permeating	30.6
permian	32
permieter	22.1
permissibility	20.8
permissible	40.1
permission	52.8
permissive	38.6
permissively	25.1
permissiveness	31.2
permit	54.1
permiting	18.1
permits	50.1
permitted	53.8
permitting	45.9
permutated	25.1
permutation	22.1
permutations	23
pern	36
perna	25.1
pernicious	38.1
pernickety	22.1
pernik	26.9
pernod	29.1
perns	20.8
perodic	18.1
perogative	22.1
peron	35.6
peron's	27.4
peronsky	22.1
perople	20.8
peroration	25.1
perosa	20.8
perovskaya	27.4
peroxide	37.8
peroxided	22.1
peroxyacetyl	18.1
perparations	22.1
perpendicular	44.3
perpendicular's	22.1
perpendicularity	11.5
perpendicularly	30.3
perpetrate	27.4
perpetrated	25.1
perpetrator	29.3
perpetrator's	22.1
perpetrators	29.7
perpetual	45.3
perpetual-motion	24.2
perpetually	38
perpetuate	38.9
perpetuated	36
perpetuates	23.8
perpetuating	31.9
perpetuation	32.4
perpetuity	25.5
perplex	22.1
perplex'd	22.1
perplexed	41.1
perplexes	27.7
perplexing	41.8
perplexingly	18.1
perplexities	31.5
perplexity	36.3
perquisite	28.3
perquisites	28.4
perrault	31.7
perriers	22.1
perrik	26.9
perrin	22.1
perrito	26.9
perro	22.1
perrot	29.9
perrot's	22.1
perrrfection	22.1
perry	46.5
perry's	37.7
perrysville	22.1
perryville	20.8
persauded	22.1
persausion	22.1
persean	20.8
persecute	22.1
persecuted	42
persecuting	29.8
persecution	44.8
persecutions	31.8
persecutor	25.1
persecutors	25.3
persecutus	22.1
persei	18.1
persephone	42.8
persephone's	31.6
persepolis	30.4
perserver	22.1
perserving	27.7
perses	22.1
perseus	44
perseus'	26.9
perseus's	22.1
perseverance	37.6
perseveration	25.5
persevere	33.3
persevered	31.7
persevering	27.4
perseveringly	25.1
pershing	32.8
pershing's	20.8
pershore	22.1
persia	46.5
persian	49.6
persians	46.4
persians'	29.3
persident	13.2
persil	22.1
persimmon	35.2
persimmon's	22.1
persimmon-flowered	22.1
persimmons	33
persimmons's	22.1
persinality	22.1
persist	44.8
persisted	47.9
persistence	43.3
persistency	26.9
persistent	45.4
persistently	38.3
persisting	32.4
persists	39.5
person	66.1
person's	55.5
person-lois	22.1
person-to-person	31.2
persona	35.5
personable	28.3
personage	36.8
personages	35.3
personal	59.8
personal-interest	13.5
personal-loan	16.5
personal-problem	13.2
personal-social	20.8
personal-use	16.5
personalilty	20.8
personalism	20.8
personalismo	20.8
personalist	20.8
personalistic	23.8
personalities	47.8
personality	55.3
personalization	25.5
personalize	25.4
personalized	36.6
personalizes	13.5
personall	20.8
personally	50.1
personalty	23.8
personel	22.1
personhood	20.8
personification	38.8
personifications	25.1
personified	35.1
personify	27.4
personnel	52.2
personnel-technician	20.8
persons	58.5
persons'	33
perspectival	20.8
perspective	49.3
perspective's	20.8
perspective-glasses	22.1
perspectives	37.5
perspex	25.1
perspicacious	20.8
perspicacity	29.3
perspicere	22.1
perspiration	46.8
perspire	39.8
perspired	34.3
perspires	16.2
perspiring	40.4
persuadability	3.5
persuadable	20.8
persuade	52
persuaded	49.7
persuader	30.4
persuaders	26.7
persuades	28.5
persuading	41.7
persuasion	45.8
persuasions	31.8
persuasive	48.3
persuasively	35
persuasiveness	33.3
persue	22.1
persulfates	11.5
perswade	22.1
perswaded	22.1
perswasions	22.1
pert	35.9
pertain	35.4
pertain's	20.8
pertained	29
pertaining	42.3
pertains	37.3
pertater	22.1
perter	22.1
perth	33.8
pertickler	22.1
pertinaciously	9.3
pertinency	13.5
pertinent	43.6
pertinently	22.1
pertly	29.3
pertness	22.1
perturbation	29.3
perturbations	18.1
perturbaton	22.1
perturbed	30.6
perturbing	18.1
pertussis	18.1
pertwee	20.8
peru	50
peru's	33.1
peru-chile	18.1
perub	31.2
perugia	25.4
perun	22.1
perusal	30
perused	33
perush	22.1
perutz	22.1
perutz'	22.1
peruvian	40.8
peruvians	35.2
pervade	27.4
pervaded	37.3
pervades	37.6
pervading	33
pervasive	41.1
pervasively	20.8
pervasiveness	23.8
perverse	34.7
perversely	27.4
perverseness	22.1
perversion	30.5
perversions	27.4
perversity	33.5
pervert	32.4
perverted	30.7
perverting	22.1
perverts	25.1
pervin	22.1
pervus	29.9
pervus's	22.1
pesach	29.3
pesage	22.1
pescadores	20.8
pesebre	25.1
pesebres	22.1
peserved	22.1
pesetas	30.6
pesha	22.1
peshawar	22.1
peshawur	22.1
pesident	20.8
peskin	20.8
pesky	36.4
peso	35.2
pesonnel	20.8
pesos	38.2
pessimism	35.5
pessimist	31.4
pessimistic	39.7
pessimists	26.8
pest	47.7
pest's	25.1
pest-house	22.1
pest-killing	18.1
pest-resistant	20.8
pestalozzi	31.8
pester	37.9
pestered	35.9
pestering	38.8
pesters	26.9
pestholes	20.8
pesthouse	22.1
pesticide	40.1
pesticides	46.5
pestilence	35
pestilences	27.7
pestis	20.8
pestle	36.8
pestles	33.3
pests	48.2
pestsov	25.1
pesty	33.5
pet	55.5
pet's	33.7
pet-sitting	18.1
pet-store	18.1
petachiae	13.2
petain	28.8
petal	39.3
petal-like	31.5
petals	46.7
petaluma	31.4
petatls	22.1
petchukocov	26.9
pete	53.9
pete's	44.1
pete-ho-tep	22.1
petechiae	13.2
peten	25.1
peten-itza	25.1
peter	57.9
peter's	46.6
peterboro	28.8
peterborough	20.8
petered	31.6
petering	20.8
peterkin	40.7
peterkins	25.1
peters	44.8
peters'	28.9
peters's	27.7
petersburg	40
petersburg's	20.8
petersen	22.1
petersham	22.1
peterson	41.8
peterson's	30.7
petey	41.1
petey's	33.1
petie	36.4
petifer's	26.9
petifers	25.1
petingill	22.1
petiole	25.9
petioles	24.9
petipa	26.9
petiron	29.1
petit	35
petit-bourbon	25.1
petit-bourgeois	20.8
petite	35.2
petition	45.3
petitioned	34.9
petitioner	29.3
petitioner's	22.1
petitioners	32.4
petitioning	28.8
petitions	37.2
petiton	20.8
petitpoint	15.4
petits	29.1
petra	35.2
petra's	23.8
petracca	20.8
petracco	26.8
petracco's	20.8
petraea	22.1
petrarca	22.1
petrarch	34.7
petrasch	22.1
petrasy	20.8
petrea	22.1
petrel	26.8
petri	39.1
petrie	29.1
petrified	42.3
petrifying	27.4
petro	20.8
petrobras	20.8
petrochemical	32.1
petrochemicals	26.8
petrocik	20.8
petroff-hausser	18.1
petroglyphs	22.1
petrograd	27.8
petrol	33.1
petrolatum	16.2
petroleum	51.8
petroleum's	18.1
petroleum-base	14.5
petroleum-based	32.1
petroleum-derived	18.1
petroleum-like	18.1
petroleum-producing	20.8
petroleumlike	21.1
petroleums	18.1
petronella	34.4
petronius	18.1
petronski	29.1
petronski's	22.1
petronskis	26.9
petrooshki	22.1
petrous	18.1
petrovich	36.2
petrovich's	22.1
petrovitch	25.1
petrovka	22.1
petrovna	27.4
petrovsky	25.1
petrucci	20.8
petruccis	20.8
petrus	9.3
pets	52.6
pett	22.1
petted	41.4
pettengill	20.8
petters	18.1
petterson	25.1
pettersson	22.1
petti-coat-lane	22.1
pettibone	22.1
petticoat	37.5
petticoats	38.1
pettiest	22.1
pettifoggers	22.1
pettifogging	22.1
pettigrew	37.9
pettigrew's	26.9
pettiness	34
petting	39.8
pettis	25.1
pettish	22.1
pettishly	30.7
pettishness	22.1
pettit	25.1
pettitcoats	22.1
pettitoes	22.1
pettoe's	22.1
pettus	22.1
petty	45.4
petty-cash	13.2
petty-officers	22.1
petula	30.6
petulance	30.9
petulant	33.8
petulantly	31.7
petunia	38.1
petunia's	29.3
petunias	35.7
petuntze	22.1
petzold	22.1
peu	22.1
peugeot	22.1
peuple	20.8
peut-etre	22.1
pevensey	22.1
pevensies	25.1
pew	36.5
pewley	22.1
pewmonia	22.1
pews	35
pewter	39.1
pewterer	27.7
pewterware	22.1
peyo	29.9
peyote	36.4
peyranaise	22.1
peyrane	25.1
peyton	32.9
pf	21.1
pf5	18.1
pfaff	22.1
pfaltzes	22.1
pfalz	24.2
pfalzgraf	9.3
pfalzgrave	9.3
pfeifer	22.1
pfeiffer	22.1
pff	22.1
pfff	22.1
pfffffft	22.1
pffft	22.1
pffrr-krr	22.1
pfft	29.3
pfui	22.1
pfungst	31.1
pfungst's	22.1
ph'losophy	22.1
ph2	20.8
phaeacian	22.1
phaeacians	33.3
phaedo	26.8
phaedra	25.1
phaedrus	29.9
phaeophyta	18.1
phaethon	38.2
phaethon's	22.1
phaeton	35.5
phaeton's	22.1
phage	30.3
phagein	18.1
phages	25.9
phagocyte	18.1
phagocytes	31
phagocytic	18.1
phagocytize	18.1
phagocytosis	22.9
phalanges	25.9
phalanx	36.2
phalanxes	23.8
phalerum	26.9
phallic	30.5
phamphlets	27.4
phantasm	27.7
phantasmagoric	27.7
phantasy	25.1
phantom	46.6
phantom'll	22.1
phantom's	38.8
phantoms	35
phao	30.3
phaon	22.1
pharaoh	46.1
pharaoh's	39
pharaohs	43.6
pharaohs'	25.1
pharaonic	22.1
pharisaic	22.1
pharisee	22.1
phariseeism	22.1
pharisees	33.9
pharmaceutical	39.3
pharmaceuticals	33
pharmacies	30.9
pharmacist	38
pharmacist's	26.9
pharmacists	37.5
pharmacologic	22.1
pharmacological	16.2
pharmacologically	16.2
pharmacologist	27.3
pharmacology	28.8
pharmacopeia	13.5
pharmacopoeia	22.1
pharmacy	40.4
pharnaces	25.1
pharnyx	18.1
pharoah	34.6
pharoahs	29.8
pharoh	22.1
pharoh's	22.1
pharomachrus	22.1
pharos	34.3
pharsala	22.1
pharyngeal	25.9
pharyngitis	13.2
pharynx	39.9
phase	53.4
phase-correction	14.5
phased	26.8
phases	49.9
phasing	11.5
phat	36.1
phat's	31.1
pheasant	40.9
pheasant-hunting	22.1
pheasantries	22.1
pheasants	40.5
pheasants'	22.1
pheathers	22.1
phebe	38.8
pheidias	30.3
pheidippedes	22.1
pheidippides	34
phelan	31.7
phelps	36.4
phelpses	22.1
phemerol	18.1
phencyclidine	25.3
phencyclohexylpiperidine	13.2
phenelyzine	20.8
phengodids	22.1
phenobarbital	26.1
phenobarbitol	22.1
phenol	33.2
phenolic	14.5
phenolphthalein	22.9
phenols	21.1
phenomena	47.7
phenomenal	37.4
phenomenally	20.8
phenomenological	33.1
phenomenologists	25.6
phenomenology	25.6
phenomenon	50.4
phenothiazine	22.1
phenotype	33.8
phenotypes	26.6
phenotypic	22.1
phenotypically	26.8
phenoxymethyl	18.1
phenyl	11.5
phenylalanine	24.2
phenylethylamines	18.1
phenylketonuria	33.3
phenylpropanolamine	13.2
pherae	22.1
pheromone	25.1
pheromones	34.5
phew	31.1
phewie	32.1
phewie's	22.1
phewww	22.1
phi	31.2
phial	22.1
phials	22.1
phib's	22.1
phibs	30.6
phidias	33.9
phil	48.4
phil's	32.3
philabeg	22.1
philadelpha	20.8
philadelphia	53.9
philadelphia's	37.3
philadelphia-baltimore-wa*	13.5
philadelphian	32.9
philadelphian's	20.8
philadelphians	32.2
philadelphias	22.1
philadelphus	22.1
philadephia	30.4
philander	20.8
philandering	22.1
philanthrophy	20.8
philanthropic	32.1
philanthropies	29.3
philanthropist	27.4
philanthropists	28.8
philanthropoids	23.8
philanthropus	22.1
philanthropy	26.9
philanthus	24.2
philaster	22.1
philatelic	28.1
philatelist	22.1
philatelists	27.7
philbert	25.1
phildelphia	23.8
phileas	34.7
philemon	33.6
philharmonic	33.5
philhellenism	20.8
philinus	22.1
philip	51.6
philip's	40.1
philipe	20.8
philipino	20.8
philipiv	20.8
philippa	32.1
philippe	37.1
philippi	27.7
philippians	22.1
philippine	41.2
philippines	46
philippus	20.8
philips	33.6
philipse	22.1
philipsteins	22.1
philipville	22.1
philistine	31.3
philistines	35.4
philistinism	22.1
phill-eep	27.7
phill-epp	22.1
phillies	28.1
phillip	41.2
phillip's	34.6
phillipe	20.8
phillipe-edouard	22.1
phillipines	30.3
phillippines	26.8
phillips	46
phillipsburg	22.1
phillipses	27.7
phillipses'	25.1
phillis	37.6
phillis's	22.1
phillises	22.1
phillotson	29.1
phillotson's	22.1
philly	31.1
philly's	22.1
philo	32.3
philoctetes	30.3
philodendron	27.8
philodendrons	22.1
philologist	22.1
philologists	30.7
philology	22.1
philomela's	22.1
philomena	25.1
philomena's	25.1
philomene	22.1
philonicus	26.9
philopator	22.1
philoprogenitiveness	26.9
philoprogenitoveness	22.1
philosopher	49.2
philosopher's	37.6
philosophers	48.1
philosophers'	25.9
philosophes	35.1
philosophes'	20.8
philosophiae	26.8
philosophic	37.3
philosophical	47.1
philosophically	38.2
philosophies	40.9
philosophize	29.1
philosophized	25.1
philosophizes	25.3
philosophizing	31.7
philosophy	53.4
philosophy's	27.4
philotas	29.1
philotas's	22.1
phils	29.9
philsie	22.1
phineas	40.2
phineus	30.6
phineus'	22.1
phipps	37.6
phipps'	22.1
phips	20.8
phisohex	13.2
phiz	26.9
phiz's	22.1
phizzes	20.8
phizzing	22.1
phizzwizards	25.1
phlebitis	16.2
phlegm	30.5
phlegmatic	31.9
phloem	40
phlogistical	22.1
phlogiston	36.7
phlox	27.7
phlu-whatever	22.1
phlugerhaggen	28.1
phlugerhaggens	26.9
phnom	23.8
phobe	22.1
phobia	36.1
phobias	34.1
phobic	22.1
phobophobia	22.1
phobos	37.7
phocian	22.1
phocians	27.4
phocoena	29.9
phocoendoides	22.1
phocoenidae	22.1
phoebe	45.5
phoebe's	34.2
phoebus	33.7
phoenicia	38
phoenicia's	20.8
phoenician	40.4
phoenicians	44.4
phoenix	45.4
phoenix-like	22.1
phoenomenon	20.8
pholem	18.1
phonation	20.8
phone	55.8
phone-booth	22.1
phone-in	3.5
phonecall	22.1
phoned	43.4
phoneme	31.2
phoneme-grapheme	20.8
phonemes	38.5
phonemic	22.1
phones	38.9
phonetic	33.2
phonetically	20.8
phonetics	30.7
phonic	38.2
phonics	35.3
phonies	25.4
phoning	33.2
phono	11.5
phonograms	20.8
phonograph	45.4
phonographic	13.5
phonographs	28.8
phonography	18.3
phonological	31.9
phonology	30.3
phony	40.6
phoo	22.1
phooey	35.6
phorcys	26.9
phosdrin	26.9
phosgene	22.9
phosphagens	22.9
phosphatase	16.2
phosphate	44.4
phosphated	18.1
phosphates	42.4
phosphatidyl	21.1
phosphenes	25.1
phosphides	18.1
phosphoglyceraldehyde	21.1
phosphokinase	13.2
phospholipid	24.2
phospholipids	27.7
phosphor	35.9
phosphor-bronze	11.5
phosphor-coated	18.1
phosphoresce	22.1
phosphorescence	33.3
phosphorescent	35.1
phosphoric	33.8
phosphorius	18.1
phosphorous	37.4
phosphors	28.8
phosphorus	46.4
phosphorus-containing	18.1
phosphorylation	21.1
photiadis	23.8
photic	22.9
photidas	26.9
photo	48.8
photo-electric	22.1
photo-essay	22.1
photo-journalists	25.1
photo-negative	16.5
photo-offset	27.7
photo-reconnaissance	20.8
photo-supply	25.1
photo-type	13.2
photoautotrophs	18.1
photocell	24.2
photocells	29.3
photochemical	35.4
photocomposition	18.5
photoconductive	13.5
photoconductor	13.5
photocopiers	16.5
photocopies	27.9
photocopy	34.8
photocopying	31.4
photodiode	18.1
photodisplay	17.6
photoelectric	38.5
photoelectricity	21.1
photoelectron	21.1
photoengraver	11.5
photoengravers	13.5
photoengravings	11.5
photogram	28.1
photogrammetric	19.3
photogrammetrists	11.5
photogrammetry	29.3
photograms	25.1
photograph	52.8
photographed	46.8
photographer	47.9
photographer's	33.2
photographers	43.4
photographic	48.2
photographically	25.2
photographing	38.4
photographs	52.1
photographs-taken-thirty-*	22.1
photography	47.2
photogravure	22.1
photojournalism	25.1
photojournalist	22.1
photojournalists	22.1
photolettering	11.5
photolithography	11.5
photolysis	11.5
photomap	16.3
photomat	20.8
photomechanical	14.5
photometer	31.4
photometers	21.1
photometric	21.1
photomicrographs	18.1
photomultiplier	18.1
photomural	22.1
photon	39.2
photon's	22.1
photon-hv	18.1
photons	42.7
photoperiod	28.5
photoperiodism	24.2
photoperiods	21.1
photophobia	13.2
photophores	22.1
photorespiration	24.2
photos	44.8
photosensitive	29.6
photosphere	31.6
photostat	24.8
photostated	22.1
photostatic	22.1
photostating	22.1
photostats	26.9
photosvnthesis	22.1
photosyhthesis	18.1
photosyntheses	18.1
photosynthesis	48.6
photosynthesis-supporting	18.1
photosynthesize	21.1
photosynthesizers	21.1
photosynthesizing	24.2
photosynthetic	37.5
phototropic	22.9
phototropism	28.9
phototube	34.9
phototubes	29.3
phototype	11.5
phototypesetter	25.8
phototypesetters	13.5
phototypesetting	33.1
photovoltaic	35.1
phoune	27.8
phoune's	25.5
phoyosynthesis	18.1
phragmoplast	18.1
phrase	53.2
phrase-verb-subject	22.1
phrased	38.7
phraseology	30.7
phrases	51.6
phrasing	37.3
phrasings	29.3
phraya	20.8
phreaker	22.1
phreaking	26.9
phreeeeep	22.1
phrenic	18.1
phrenological	25.1
phrenologist	22.1
phrenology	27.4
phrixus	32.9
phronsie	40.7
phronsie's	28.1
phrygia	35.6
phrygian	25.1
phsychiatric	22.1
phthalate	18.1
phthia	22.1
phthisic	22.1
phu	20.8
phulpur	22.1
phuss	22.1
phut	32.7
phut-phut-phut-phut-phut	22.1
phwisst	22.1
phychologists	20.8
phycocyanin	18.1
phycoerythrin	18.1
phycologist	22.1
phycology	22.1
phyfe	28.7
phyla	35.3
phylacteries	22.1
phylactery	22.1
phyletic	22.1
phyllis	44
phyllis's	29.3
phylloxera	11.5
phylogenetic	18.1
phylogenies	22.1
phylogeny	22.1
phylum	39.2
phyrgiak	20.8
phyrimidines	22.1
phyrta	18.1
physalus	22.1
physarum	18.1
physcal	22.1
physeteridae	22.1
physhology	20.8
physic	30.3
physical	61
physical-fitness	22.1
physical-mental-spiritual	13.2
physical-political	25.5
physical-resource	20.8
physical-symptom	20.8
physically	52.3
physically-fit	13.2
physicals	25.1
physican	25.3
physican's	13.2
physicans	18.1
physician	50.8
physician's	40.2
physician-in-chief	22.1
physician-in-ordinary	22.1
physician-instructor	13.5
physician-patient	20.8
physician-priests	20.8
physician-turned-geologist	18.1
physicians	48.5
physicians'	18
physicist	46
physicist-musician	22.1
physicists	44.4
physicists'	18.1
physick	22.1
physicke	22.1
physics	51
physiochemical	18.1
physiocrat	23.8
physiognomies	22.1
physiognomy	30.4
physiographic	11.5
physiologic	29.5
physiological	48.1
physiologically	35
physiologist	34.3
physiologists	33.1
physiologus	25.1
physiology	43.8
physique	36.2
phythagoras	22.1
phyto	26.8
phytohormone	18.1
phytohormones	18.1
phytoplankton	38.3
pi	38.1
pia	32.7
piaf	22.1
piaget	41.6
piaget's	34
piagetian	29.8
piagetians	20.8
pianist	38.9
pianist's	25.1
pianists	29.1
piankhy	33.3
piankhy's	28.1
piano	52.9
piano's	22.1
piano-players	22.1
piano-playing	22.1
piano-related	3.5
piano-type	3.5
pianoforte	22.1
pianomaking	20.8
pianos	37
pianosa	26.9
piao	26.8
piasirpog	20.8
piasters	26.9
piazetta	22.1
piazza	33.3
piazzetta	22.1
pica	35.4
picadilly	22.1
picador	28.1
picadores	26.9
pical	18.1
picaresque	25.1
picas	14.5
picasso	40
picasso's	35.4
picassos	27.7
picayune	22.1
