Word	 SFI
piccadilly	22.1
piccalilli	22.1
piccaninny	22.1
piccard	32.9
piccard's	26.9
piccardi	25.1
piccata	22.1
picchu	25.5
piccolo	37.2
piccolos	29.3
pice	25.1
picea	18.1
pichu	26.9
pick	59.1
pick'd	22.1
pick's	23.8
pick-and-place	11.5
pick-and-shovel	11.5
pick-axe	22.1
pick-axes	22.1
pick-stone	25.1
pick-up	39.3
pickacorn	25.1
pickaninny	25.1
pickax	27.7
pickaxe	30.3
pickaxed	22.1
pickaxes	31.3
picked	59.6
picked-at	22.1
pickens	20.8
pickens'	22.1
picker	36.5
picker's	22.1
picker-upper	25.1
pickerbaugh	22.1
pickerbaughs	22.1
pickereel	22.1
pickerel	35.2
pickerell	45
pickerell's	30.3
pickerelweed	22.1
pickering	31.2
pickering's	22.1
pickers	40.5
pickers'	27.7
pickersgill	28.1
picket	43.1
picket-line	22.1
picket-lines	26.9
picket-peg	22.1
picket-pin	22.1
picket-pins	22.1
picketed	34.1
picketers	20.8
picketing	36.5
pickets	38.7
pickett	40.3
pickett's	27.4
pickford	22.1
pickhatchet	22.1
pickin'	32.3
picking	52.9
pickings	31.9
pickle	42.5
pickle-packers	22.1
pickle-packing	22.1
pickled	39
pickles	46.5
pickles'	22.1
pickling	33.3
picklock	22.1
pickney	20.8
pickpocket	27.4
pickpockets	34.2
picks	50.6
pickup	45.8
pickup's	22.1
pickup-tube	11.5
pickups	30.1
pickwick	29.9
pickwick's	22.1
picky	33.1
picky-picky	33.3
picnic	50.9
picnicked	22.1
picnickers	31.2
picnicking	30.4
picnics	45.5
pico	31.6
picoammeter	22.9
picofarad	18.1
picotte	25.1
pictish	22.1
pictland	22.1
pictogram	18.1
pictograms	20.8
pictograph	34.4
pictographic	22.1
pictographs	22.1
picton	22.1
pictor	20.8
pictorial	41.1
pictorial-symbolic	20.8
pictorialists	3.5
pictorially	30.1
picts	31.1
pictur	22.1
picture	63.8
picture-book	25.1
picture-books	22.1
picture-coded	20.8
picture-framed	22.1
picture-gallery	25.1
picture-houses	22.1
picture-image	11.5
picture-making	32.9
picture-perspective	3.5
picture-postcard	22.1
picture-screen	22.1
picture-stories	22.1
picture-taking	30.3
picture-tube	11.5
picture-window	22.1
picture-writing	22.1
pictured	50.4
pictureless	22.1
pictures	61.1
picturesque	40.6
picturesquely	31.9
picturesqueness	27.7
picturing	39.6
picturings	22.1
picturs	35.4
picul	25.1
picutr	20.8
pid	30.6
piddleton	26.9
piddleton's	22.1
pide	22.1
pidge	40.1
pidge's	25.1
pidgin	30.4
pidgins	20.8
pie	51
pie's	22.1
pie-eating	29.3
pie-making	22.1
pie-shaped	24.2
piebald	35.2
piece	61.7
piece-by-piece	27.4
piece-rate	13.5
pieced	41.6
piecemeal	34.2
piecer	25.1
pieces	60.1
piecework	30.7
piecing	32.6
piecrust	29.3
pied	34.4
pied-a-terre	25.1
piedmont	43.1
piedmontese	23.9
piedra	28.1
piedras	28.1
piegan	27.7
piegans	25.1
pieman	25.1
piemen	25.1
piemur	25.1
piepans	22.1
pieper	13.2
pier	46.6
pier's	22.1
piera	28.1
piera's	22.1
pierce	45.5
pierce's	26.8
pierced	44.6
pierced-stone	22.1
pierces	36.1
piercing	46.4
piercingly	30.3
pierglass	22.1
piering	26.9
piero	32.3
piero's	22.1
pieronek's	20.8
pierpont	23.8
pierre	50.4
pierre's	36.7
pierre-simon	22.1
pierres	22.1
pierrots	25.1
piers	42.4
piers-harris	23.8
pierson	25.1
pierson's	22.1
pies	46.9
pieter	38.3
pietersburg	22.1
pietism	23.8
pietistic	23.8
pietists	20.8
pietro	30.3
piette	22.1
piety	37.7
piezoelectric	25.1
pig	54.3
pig's	39.3
pig-baby	27.7
pig-boy	25.1
pig-fat	22.1
pig-fossil	22.1
pig-grunted	22.1
pig-grunts	22.1
pig-headed	25.1
pig-iron	22.1
pig-keeper	34.4
pig-keepers	25.1
pig-keeping	22.1
pig-nuts	25.1
pig-pail	26.9
pig-pen	22.1
pig-snout	22.1
pig-stye	22.1
pig-tails	26.9
pig-tight	23.8
pigafetta	28.8
pigafetta's	20.8
pigeon	46.1
pigeon's	22.1
pigeon-breasted	22.1
pigeon-holed	22.1
pigeon-holes	22.1
pigeon-pie	22.1
pigeon-sized	18.1
pigeon-toed	22.1
pigeon-winged	22.1
pigeonhole	23.8
pigeonholed	23.8
pigeonholes	30.3
pigeonholing	22.1
pigeonish	22.1
pigeons	48.3
pigfish	22.1
pigged	22.1
piggerman	28.1
piggermans'	25.1
piggie	26.9
piggin	20.8
piggle-wiggle	40.3
piggle-wiggle's	32.3
piggly	25.5
piggott	33.3
piggy	41.6
piggy's	22.1
piggy-back	13.5
piggyback	35.9
pigheaded	22.1
pigherds	22.1
pigkeepers	23.8
piglet	45.8
piglet's	29.9
piglets	34.6
piglike	29.3
piglrims	22.1
pigman	28.1
pigment	45
pigment-producing	18.1
pigmentation	36.6
pigmented	32.1
pigments	43.2
pigmy	32.6
pignati	28.1
pignier	30.7
pignola	9.3
pigoeswimming	22.1
pigott	22.1
pigou	20.8
pigpen	38
pigpens	28.1
pigs	53.6
pigs'	33.7
pigs'-feet	25.1
pigskin	29.3
pigsty	35.5
pigtail	35.4
pigtails	38.9
pigweed	27.8
pika	30.4
pika's	22.1
pikas	25.1
pike	45.2
pike's	32.8
pikemen	30.7
piker	22.1
pikes	39.4
pikeville	29.2
pikrone	22.1
pilac	22.1
pilaf	22.1
pilani	25.1
pilar	40.3
pilar's	25.1
pilaster	14.5
pilasters	27
pilate	30.3
pilatre	29.1
pilau	22.1
pile	56
pile-up	22.1
piled	52.2
piled-up	30.3
piledriver	20.8
piles	51.2
pileup	29.3
pilfer	27.7
pilferage	26.9
pilfered	22.1
pilferer	22.1
pilfering	29.3
pilfers	20.8
pilgims	22.1
pilgrilms	20.8
pilgrim	43.5
pilgrim's	34.9
pilgrimage	42.1
pilgrimages	33.9
pilgrims	50.5
pilgrims'	35.1
pili	31
piling	45.9
piling-up	20.8
pilings	36.2
pilkington	22.1
pill	45.8
pillage	31.8
pillaged	31.6
pillagers	22.1
pillaging	26.9
pillar	43.1
pillared	30.3
pillars	46.8
pillbox	35.4
pillboxes	26.8
pillion	33.1
pillions	22.1
pilloried	22.1
pillory	33.3
pillow	50.7
pillow-hill	22.1
pillow-muffled	22.1
pillow-sham	22.1
pillow-shams	22.1
pillow-soft	20.8
pillow-top	9.3
pillowcase	30.7
pillowcases	30.3
pillowed	32.3
pillowing	25.1
pillows	45.8
pills	48.7
pilon	20.8
pilophage	26.9
pilot	53
pilot's	39.5
pilot-boat	22.1
pilot-house	30.7
pilot-operated	11.5
pilotage	18.1
piloted	37.4
pilotfish	29.1
pilothouse	36
piloting	34.5
pilots	48.7
pilots'	22.1
pilott	22.1
pilow	22.1
pilpay	22.1
pilrig	22.1
pilsner	22.1
pilsudski	27.4
piltdown	22.1
pilun	29.9
pilun's	22.1
pim	26.9
pim's	22.1
pima	33.5
pimans	22.1
pimas	25.1
pimberly	38
pimberly's	22.1
pimento	29.3
pimentos	22.1
pimiento	24.2
pimley	22.1
pimlico	22.1
pimp	32.4
pimpernel	26.9
pimping	22.1
pimple	29.4
pimpled	22.1
pimples	41.3
pimply	20.8
pimply-faced	20.8
pimps	28.8
pimton	22.1
pimy	22.1
pin	51.3
pin-feed	22.1
pin-head-size-area	11.5
pin-point	22.1
pin-pointed	11.5
pin-prick	28.1
pin-retained	18
pin-stripe	22.1
pin-striped	25.1
pin-wheel	22.1
pina	25.1
pinafore	35.8
pinafored	22.1
pinafores	33
pinar	23.8
pinard	20.8
pinata	37.9
pinatas	36.5
pinaud's	22.1
pinay	23.8
pinay's	20.8
pinball	32.3
pinbaste	17.6
pincal	18.1
pince-nez	33.9
pincer	27.7
pincer-like	18.1
pincers	35.5
pinch	46.9
pinch's	25.1
pinch-bug's	22.1
pinch-hit	32.7
pinch-waisted	22.1
pinched	45.4
pinched-up	22.1
pincher	28.1
pincher's	22.1
pinchers	22.1
pinches	33.6
pinching	37.5
pinchot	37.5
pinchot's	20.8
pinchpenny	22.1
pinckney	36
pincurls	11.5
pincus	32.3
pincus's	29.9
pincushion	33.4
pincushions	22.1
pindar	31.2
pindarus	22.1
pindorama	22.1
pindus	20.8
pindya	20.8
pine	55.4
pine's	24.8
pine-board	25.1
pine-bough	22.1
pine-clad	22.1
pine-covered	26.9
pine-flavored	22.1
pine-kernels	22.1
pine-needle	27.7
pine-needled	25.1
pine-panel	22.1
pine-paneled	26.9
pine-scented	30.4
pine-tree	26.8
pine-trees	25.1
pine-trunk	22.1
pine-wood	25.1
pinea	22.1
pineal	27.4
pineapple	44
pineapple's	25.1
pineapples	38.5
pineboard	27.7
pinecone	22.1
pinecones	29.6
pined	32.5
pinel	25.5
pinel's	20.8
pineland	22.1
pineles	11.5
pinero	20.8
pines	48.9
pinetop	22.1
pineville	27.4
pinewood	31.4
pinewoods	25.1
piney	36.6
piney-woods	22.1
pineys	26.9
pinfeather	22.1
ping	44.7
ping's	33.6
ping-pong	40.2
ping-wan	20.8
ping-wen	22.1
pinga	22.1
pinged	28.1
pinging	27.8
pingpong	25.1
pinhead	33.1
pinheads	28.5
pinhole	32
pinholes	14.5
pinin'	22.1
pining	25.1
pinion	30.2
pinion-juniper	18.1
pinioned	29.3
pinions	28.2
pink	54.9
pink-and-blue	22.1
pink-and-purple	22.1
pink-and-silver	22.1
pink-and-white	27.7
pink-cheeked	30.3
pink-eyed	22.1
pink-faced	22.1
pink-fleshed	27.7
pink-flowered	25.1
pink-lined	22.1
pink-silk	22.1
pink-skinned	22.1
pink-sprigged	22.1
pink-tinted	22.1
pink-tipped	22.1
pink-white	26.8
pinkards	25.1
pinker	22.1
pinkerton	35.3
pinkerton's	22.1
pinkertons	23.8
pinkeye	18.1
pinkham	33.9
pinkham's	22.1
pinking	24.8
pinkish	36.8
pinkish-cream	22.1
pinkish-lavender	22.1
pinkish-orange	18.1
pinkish-purple	22.1
pinkish-red	18.1
pinkish-white	22.1
pinkness	30.3
pinko	22.1
pinks	33.7
pinkskinned	22.1
pinkwater	25.1
pinky	38.2
pinky's	27.7
pinky-white	22.1
pinna	31.1
pinnace	36.4
pinnacle	36.6
pinnacles	32.9
pinnae	18.1
pinnately	18.1
pinned	46.9
pinner	22.1
pinning	35.6
pinnings	14.5
pinniped	18.1
pinnipeds	21.1
pinny	28.1
pino	33.3
pino's	26.9
pinocchi	22.1
pinocchia	22.1
pinocchio	33.3
pinochet	25.5
pinocytosis	18.1
pinon	36.3
pinons	32.4
pinora	22.1
pinot	29.2
pinots	9.3
pinpoint	43.9
pinpointed	31.2
pinpointing	33.6
pinpoints	33
pinprick	25.3
pinpricks	26.8
pins	49.6
pinsk	29.3
pinson	25.1
pinstriped	25.1
pinstripes	22.1
pint	43
pint's	9.3
pint-pot	22.1
pint-size	22.1
pint-sized	27.7
pinta	39.4
pinta's	22.1
pintail	29.3
pintails	22.1
pinter	29.1
pinter's	25.1
pintner	20.8
pinto	38.7
pintos	22.1
pints	42
pintsov	22.1
pintucked	22.1
pinu	25.1
pinus	28.3
pinwheel	37
pinwheel-like	18.1
pinwheeling	22.1
pinwheels	30
pinworm	18.1
pinworms	22.1
piny	22.1
pinyin	30.8
pinza	22.1
pinzon	29.3
pio	33.6
pio's	22.1
pion	21.1
pioneer	49.6
pioneer's	20.8
pioneered	40.8
pioneering	41.5
pioneers	51.6
pioneers'	31.8
pions	26.6
piopi	20.8
pious	42.2
piously	29.3
pip	42.4
pip's	35.9
pipal	20.8
pipals	20.8
pipe	53.8
pipe-and-papers-and-books	22.1
pipe-clay	22.1
pipe-fitting	16.3
pipe-line	22.1
pipe-railed	22.1
pipe-smoking	22.1
pipe-stem	25.1
pipe-tobacco	22.1
piped	41.8
piped-in	25.4
pipefish	22.1
pipeful	26.9
pipelike	22.1
pipeline	43.9
pipelines	43.5
piper	42.7
piper's	29.3
pipers	22.1
pipes	52.5
pipes's	22.1
pipestem	22.1
pipestems	22.1
pipette	21.1
pipiens	18.1
piping	42.4
pipings	29.3
pipkin	32.5
pipkin's	25.1
pippa	35.7
pippa's	25.1
pippi	47
pippi's	34.8
pippilotta	25.1
pippin	33.9
pipping	28.1
pipple	22.1
pips	32.3
pipsa	40
pipsa's	33.9
pipt	22.1
piquant	27.7
pique	32.3
piqued	31.2
piques	22.1
piracies	20.8
piracy	40.8
piraeus	29.2
pirandello	29.1
pirandello's	26.9
piranha	30.4
piranha's	22.1
pirate	47.2
pirate's	35.6
pirated	29.3
pirates	48.5
pirates'	35
piratic	25.5
piratical	25.5
pirating	22.1
piri	36.1
piri's	25.1
pirithous	29.1
pirkka	32.1
piro	28.1
pirogue	27.7
pirogues	22.1
pirouette	22.1
pirouetted	22.1
pirouettes	26.9
pirouetting	20.8
pirre	20.8
pirrie	22.1
pirrip	26.9
pirrka	22.1
pirsig	25.1
pisa	38.6
pisac	26.9
pisan	25.1
pisans	25.1
piscataqua	22.1
piscayune	22.1
pisces	32.4
pisgah	22.1
pish	27.7
pishcha	22.1
pishta	31.2
pismires	22.1
piss	26.9
pissaro	20.8
pissaro's	22.1
pissed	26.9
pista	26.9
pistachio	30.7
pistachios	22.1
pistil	41.2
pistil's	18.1
pistil-bearing	21.1
pistillate	21.1
pistils	35
pistoia	30.7
pistoiese	22.1
pistol	46.7
pistol-shot	22.1
pistoleros	22.1
pistoles	22.1
pistols	41.1
piston	45.3
piston's	14.5
piston-and-rod	11.5
piston-pumping	22.1
piston-ring	16.3
piston-to-cylinder-wall	11.5
piston-type	25.2
pistoned	22.1
pistons	38.5
pit	51
pit's	22.1
pit-bull	22.1
pit-bulls	25.1
pit-houses	20.8
pit-pat-pit-pat	30.3
pit-pat-pit-pat-pit-pat	33.3
pit-props	22.1
pit-trousers	22.1
pita	26.7
pitcairn	36.9
pitcairn's	26.9
pitch	52.8
pitch-and-toss	22.1
pitch-black	31.6
pitch-dark	34.1
pitch-pine	25.1
pitch-piny	22.1
pitchblack	22.1
pitchblende	34.1
pitched	48.6
pitcher	49.8
pitcher's	38.3
pitcher-like	18.1
pitcher-slugger	22.1
pitcherful	30.4
pitchers	42.4
pitches	39.8
pitchfork	38.5
pitchforks	31.6
pitchie	20.8
pitchin'	25.1
pitching	44.4
pitching-hungry	22.1
pitchman	22.1
pitchpipe	22.1
pitchy	27.7
pite	22.1
piteous	34.8
piteously	35.8
pitfall	22.1
pitfalls	38.6
pith	38.6
pithead	22.1
pithecanthropus	29.3
pithekes	20.8
pithy	27.4
pitiable	31.6
pitiably	27.7
pitied	38.4
pities	22.1
pitiful	42.5
pitifully	39.1
pitiless	34.7
pitilessly	22.1
pitjandjara	22.1
pitjantjatjara	29.2
pitkin	27.7
pitlike	18.1
pitman	34.7
pito	26.9
pitocki's	22.1
piton	26.9
pitons	33.7
pitos	22.1
pits	48.8
pitseolak	22.1
pitseolaks	25.1
pitshaft	26.9
pitshaft's	22.1
pitt	38.9
pitt's	30.3
pitt-devonshire	20.8
pittance	31.6
pitted	42.5
pitter	22.1
pitter-pat	31.2
pitter-pattery	22.1
pittheus	22.1
pitti	22.1
pitting	37.1
pittman	30.4
pittman's	22.1
pitts	35.8
pitts's	29.3
pittsburg	26.9
pittsburgh	47.4
pittsburgh's	32.3
pittsburgh-based	20.8
pittsfield	29.3
pitty	32.9
pitty-pattys	22.1
pittying	22.1
pittypat	22.1
pitufik	22.1
pituitaries	13.2
pituitary	44.7
pity	49.4
pity's	26.9
pitying	25.1
pityingly	26.9
pius	35.1
pius'	20.8
piven	23.8
pivot	41
pivot-mounted	11.5
pivotal	33.8
pivoted	39.9
pivoted-coil	18.1
pivoting	32.2
pivots	28.2
pixel	18.1
pixels	29.4
pixie	31.6
pixies	26.9
pixillated	22.1
pixillation	25.1
pixyish	27.7
piyanth	22.1
piz	29.9
pizarro	42.8
pizarro's	34.7
pizen	22.1
pizza	47.5
pizzaro's	20.8
pizzas	28.8
pizzeria	22.1
pk	18.1
pka	21.1
plac'd	22.1
placard	33.1
placarded	25.3
placards	33.5
placate	35.8
placated	27.6
placating	33.3
placatingly	25.1
placation	20.8
place	68.6
place's	26.7
place-kick	27.7
place-kicker	25.1
place-kickers	27.7
place-kicking	22.1
place-names	33.5
place-of-supernatural	22.1
placebo	35.3
placebos	33.1
placecards	22.1
placed	61
placeholder	13.5
placeholders	19.5
placekicker	22.1
placekickers	22.1
placelessness	22.1
placemat	32.2
placemats	27.2
placement	49.3
placements	33.7
placenta	45
placental	34.2
placentals	27.8
placentas	26.8
placer	36.8
placerville	28.1
places	63.7
placid	41.3
placid-tempered	22.1
placidest	22.1
placidia	6.5
placidity	22.1
placidly	37.4
placidus	25.1
placing	51.6
placita	22.1
plack	22.1
plackebo	22.1
placket	11.5
placode	24.2
placoderms	18.1
plagiarism	31.5
plagiaristic	22.1
plagiarized	25.1
plagioclase	21.1
plague	47.9
plague-ravaged	22.1
plague-stricken	22.1
plague-water	22.1
plagued	43.6
plagues	40
plaguily	22.1
plaguing	25.1
plaguy	22.1
plaice	29.3
plaid	40.1
plaids	22.1
plain	58.4
plain's	23.8
plain-built	22.1
plain-buttons	22.1
plain-clothes	26.9
plain-dressed	20.8
plain-faced	20.8
plain-looking	22.1
plain-palais	22.1
plain-paper	13.5
plain-sawed	25
plain-sliced	11.5
plainclothes	32.4
plainclothesman	25.1
plainclothesmen	29.1
plaine	20.8
plainer	32.4
plainest	31.6
plainland	22.1
plainly	48.2
plainness	32.3
plains	57.3
plains'	27.4
plains-dwelling	25.1
plainsclothes	22.1
plainsmen	31.3
plainsong	23
plaintiff	39.4
plaintiff's	30.4
plaintiffs	33.9
plaintiffs'	22.1
plaintive	36.6
plaintively	35
plainview	25.1
plainview-old	27.8
plainville	22.1
plaisir	22.1
plait	32.4
plaited	37.1
plaiting	28.1
plaits	25.1
plampin	26.9
plan	61.5
plan's	20.8
plan-hybridization	18.1
plan-making	20.8
planar	31.9
planaria	30.3
planaria's	21.1
planarian	28.5
planarian's	21.1
planarians	27.2
planchet	28.1
planchon	22.1
planck	29.7
planck's	26.6
plane	57.8
plane's	40.1
plane-polarized	25.9
planed	35.5
planeload	22.1
planer	17.6
planers	14.5
planes	53.5
planet	56.1
planet's	43
planetable	14.5
planetaries	22.1
planetarium	36.3
planetariums	21.1
planetary	43.3
planetes	18.1
planetesimal	18.1
planetesimals	28.3
planetlike	21.1
planetoid	25.1
planetoids	28.3
planets	54.4
planets'	29.1
planimetrically	11.5
planinetz	18.1
planing	32.6
planita	25.1
plank	46.6
plank's	13.2
planked	30.3
planking	40.4
planks	46.3
plankton	46.9
plankton-eating	18.1
plankton-feeders	22.1
plankton-feeding	18.1
planktonburger	27.7
planktonic	26.8
planktos	18.1
planned	57.2
planner	40.7
planners	46.4
planners'	20.8
plannin'	22.1
planning	57.5
planning-grant	20.8
plannings	22.1
plannng	22.1
plannning	16.5
planoconcave	22.1
planographic	25.1
plans	58.2
plant	62.5
plant's	40.3
plant-animals	18.1
plant-breeders	20.8
plant-building	20.8
plant-cultivating	20.8
plant-dwelling	22.1
plant-eater	22.1
plant-eaters	34.1
plant-eating	37.4
plant-filled	18.1
plant-food	22.1
plant-growing	24.9
plant-killing	22.1
plant-like	26.6
plant-manufactured	18.1
plant-pollen	22.1
plant-to-human	22.1
plant-watering	26.9
plantacion	23.8
plantae	25.1
plantaganet	35.3
plantaganets	26.9
plantagenet	26.9
plantain	36.4
plantains	35.3
plantar	13.2
plantarum	18.1
plantation	48.9
plantation-based	20.8
plantations	47.6
planted	54.9
planted-up	11.5
planter	43.3
planter's	31.9
planter-businessmen	20.8
planters	46.7
planters'	22.1
plantes	22.1
plantets	26.8
plantigrade	25.1
plantin'	22.1
planting	51.5
planting-eating	18.1
plantings	32.4
plantlet	18.1
plantlets	18.1
plantlife	9.3
plantlike	36
plants	64.7
plants'	30.3
planular	3.5
planz	22.1
plaque	42.8
plaque-control	20.2
plaqued	13.2
plaques	35.2
plash	22.1
plashing	22.1
plasm	22.1
plasma	48.2
plasmid	31.1
plasmids	30.6
plasmodesmata	18.1
plasmodium	28.1
plasmolysis	18.1
plassey	23.8
plaster	50.4
plaster-like	20.8
plaster-of-paris	25.2
plasterboard	31.6
plastered	44.2
plasterer	25.2
plasterer's	22.1
plasterers	32.4
plastering	35.6
plasterlike	11.5
plasters	32.3
plastic	56.3
plastic-coated	25.8
plastic-covered	11.5
plastic-faced	11.5
plastic-looking	22.1
plastic-roofed	22.1
plastic-shielded	22.1
plastic-tip	11.5
plastic-type	11.5
plastice	20.8
plasticine	22.1
plasticity	32.7
plasticize	11.5
plasticized	13.5
plasticizer	24.8
plasticizers	13.2
plasticizing	11.5
plasticlike	21.1
plastics	48.8
plastids	22.9
plastigage	11.5
plastikos	18.1
plastilik	22.1
plat	14.5
plata	34.7
plataea	20.8
plataeans	22.1
platanar	22.1
platanistidae	22.1
platanutres	20.8
plate	56.9
plate's	9.3
plate-glass	31.6
plate-hanger	22.1
plateau	50
plateau's	25.5
plateaued	22.1
plateaus	47.1
plateaux	22.1
plated	36.8
plateful	31.7
platelayer	25.1
platelets	37.5
platelike	30.5
platemaker	31
platemakers	11.5
platemaking	18.5
platen	34.4
platens	18.3
plates	55.2
platform	53.5
platform-frame	11.5
platform-framing	11.5
platforms	44.5
plath	22.1
platies	22.1
platil	22.1
plating	36.3
platinum	40.5
platinum-iridium	25.1
platitudes	31.1
platitudinous	25.1
plato	45
plato's	37.3
platon	26.9
platonic	32.2
platonich	25.1
platonism	20.8
platonist	26.8
platonists	23.8
platoon	36.6
platoons	22.1
plats	22.1
platt	34.4
plattau	22.1
platte	38.8
platten	14.5
platter	42.5
platter-shaped	22.1
platters	36
platties	22.1
plattsburg	29.1
platyhelminthes	18.1
platyodon	22.1
platypus	39
platypuses	22.1
platz	22.1
platzhalter	20.8
plaudits	27.4
plausibility	32.4
plausible	41.1
plausibly	29.3
plautus	23.8
plautus'	20.8
play	64.1
play's	29.1
play-actin'	22.1
play-acting	29.1
play-by-play	29.1
play-dominic	25.1
play-in	22.1
play-instincts	22.1
play-learning	20.8
play-like	22.1
play-making	20.8
play-off	35.1
play-offs	34.5
play-out	22.1
play-related	13.2
play-toy	22.1
play-yard	22.1
playa	20.8
playable	22.1
playacted	22.1
playactin'	22.1
playacting	22.1
playback	25.4
playbills	29.3
playboxes	22.1
playboy	36.9
playclothes	22.1
played	59.5
player	54.6
player's	35.7
players	55.3
players'	34.1
playfair	22.9
playfair's	18.1
playful	43.4
playfully	39.6
playfulness	26.9
playgirl	20.8
playgoers	28
playgoing	29.3
playground	50.8
playgrounds	43.5
playhouse	40.4
playhouses	31.6
playin	22.1
playin'	31.6
playing	59.5
playing-fields	22.1
playland	30.3
playlets	22.1
playmaking	22.1
playmate	40
playmates	42.2
playoff	25.4
playoffs	33.2
playpen	35.5
playpens	27.4
playright	22.1
playroom	36.9
plays	55
plays'	22.1
playschool	27.4
plaything	28.7
playthings	38.7
playtime	32.1
playwright	41.9
playwright's	31.1
playwright-turned-popular*	20.8
playwrights	39.4
playwrights'	25.1
playwriting	29.4
plaza	44.9
plazas	33.4
plea	44
plead	42.1
pleaded	46.6
pleading	42.9
pleadingly	31.1
pleadings	30.7
pleads	34.9
pleas	39.7
pleas'd	22.1
pleasance	26.9
pleasant	56.5
pleasant-looking	31.6
pleasant-natured	22.1
pleasant-sounding	22.1
pleasanter	38.2
pleasantest	32.3
pleasantly	46.1
pleasantness	33.8
pleasantness-unpleasant*	20.8
pleasantries	22.1
pleasantry	31.1
pleasantville	34.6
pleasaunce	31.7
please	58.7
please'm	28.1
pleased	56.1
pleaser	22.1
pleases	42.8
pleaseth	22.1
pleasing	48
pleasurable	41.5
pleasurably	25.1
pleasure	55.6
pleasure-barks	22.1
pleasure-giving	25.5
pleasure-loving	25.1
pleasure-predicting	20.8
pleasure-riding	22.1
pleasure-seeker	20.8
pleasure-seekers	20.8
pleasure-seeking	27.4
pleasureable	9.3
pleasured	27.4
pleasures	45.6
pleasuring	22.1
pleat	24.7
pleatability	9.3
pleateau	22.1
pleated	37.7
pleated-sheet	21.1
pleats	27.4
plebeian	32.2
plebeians	36.7
plebescite	20.8
plebians	29.1
plebiscite	28.8
plebiscites	23.8
plebs	27.4
pleck	20.8
plectrum	22.1
pled	23
pledge	46.2
pledged	45.9
pledgee	22
pledgeor	21.3
pledgeor's	13.5
pledges	37.1
pledget	14.5
pledging	33.6
pleece	26.9
pleeeeeese	22.1
pleeeeese	22.1
pleez	22.1
pleiades	33.9
pleiku	20.8
pleistocene	38.7
pleistocene-meistocene	22.1
plenary	22.1
plenipotentiary	20.8
plenitude	23.8
plenny	25.1
plent	18.1
plentibush	22.1
plentie	20.8
plentiful	49.7
plentifully	35.6
plenty	56.9
plenty's	22.1
plenty-coups	26.9
plentyshirts	22.1
plenum	25.7
pleodorina	21.1
plesiosaur	22.1
plesiosaurs	25.1
plesiosaurus	26.8
plessy	35.5
pletchoes	22.1
plethora	27.4
plethysmograph	23.8
pleura	32.8
pleurae	13.2
pleural	29.3
pleurisy	25.3
pleurococcus	22.9
pleuropneumonia	18.1
pleven	20.8
plevna	20.8
plew	22.1
